name,neighbourhood,latitude,longitude,number_of_reviews
jean's house: an airy retreat designed for Airbnb,Edgewater,41.9855,-87.67002,2
"VERY CLEAN ROOM, 5 MIN TO DOWNTOWN + PARKING",Near West Side,41.87875,-87.63931,17
"LARGE, SUNNY, VERY CLEAN ROOM IN WEST LOOP",Near West Side,41.87834,-87.63835,19
"Fun 3 Level, 8 Bed Home - Walk to Wrigley Field!",Lincoln Park,41.9315,-87.65508,2
Shared Space / Private BR / Private Bath,Lake View,41.94543,-87.65869,1
Boutique Penthouse Rooftop and private parking,Near North Side,41.90504,-87.64165,0
"Family Apt Heart of West Loop ""The Kooning"" | C9",Near West Side,41.883379999999995,-87.65977,5
Spacious and Clean Studio in Hyde Park,Hyde Park,41.80237,-87.59196999999999,2
Charming 2BR Apartment Prime Location!,Avondale,41.93697,-87.71925,11
"DREAM LISTING, NEAR WRIGLEY PRESENTED BY GOATHOTE!",Lake View,41.93674,-87.65883000000001,7
Breathtaking 6BDR Luxury Condo | Downtown Chicago!,Loop,41.88422,-87.63403000000001,5
Chic studio near downtown,Lake View,41.93817,-87.63884,7
Master Bedroom - Steps to Wrigley & the Lake!,Lake View,41.93979,-87.65195,0
New Luxury 6 Bedroom House by SuperHosts,Albany Park,41.97124,-87.72201,9
"This is high end Belmont.  Good, modern design.",Avondale,41.94,-87.69648000000001,5
20 min to DWTN - 2 Bedroom - Garden/Basement Unit,Woodlawn,41.78262,-87.61388000000001,3
"Comfy Room by Downtown & Train Stop, Rooftop View!",West Town,41.89713,-87.65554,6
Newly renovated urban loft in the Gold Coast,Near North Side,41.905,-87.62879000000001,1
"Cozy Room by Downtown & Train Stop, Rooftop View!",West Town,41.89564,-87.65432,15
Bunkbed Room by Downtown & Train Stop Rooftop View,West Town,41.89718,-87.65479,6
"Great Summer Rental Next to Train, Rooftop & View!",West Town,41.897059999999996,-87.65564,4
My quiet place,Austin,41.89356,-87.76595,0
Wicker Park 2 Bedroom with Rooftop & FREE parking!,West Town,41.90746,-87.66620999999999,5
Chicago’s Finest,Grand Boulevard,41.81766,-87.6219,4
Chicago Comfortable Studio,Lower West Side,41.848620000000004,-87.67865,3
"Garden-Level Condo, Chicago’s River North District",Near North Side,41.89332,-87.63084,0
Location Location!  Steps to Wrigley and Transit,Lake View,41.94197,-87.65038,0
Private Room in Spacious Apt - Steps from Wrigley!,Lake View,41.94149,-87.65182,0
"Cozy, affordable stay in Chicago!",Hermosa,41.9346,-87.73831,4
Awesome Room in Sunny Apt - Steps from Wrigley!,Lake View,41.93993,-87.65049,0
Chicago South Loop 1 bdr,Near West Side,41.87366,-87.66427,17
POSH LOFT Near Loop/Walk to McCormick,Near South Side,41.853640000000006,-87.62175,9
"Sleeps 24 - FREE Private Parking, Breakfast, Sushi, Smoothies 你好 Hola",Washington Park,41.78816,-87.61881,0
Hidden Urban Oasis,Lake View,41.950790000000005,-87.65656,1
**DUPLEX** in Bucktown - Updated 3 BR / 2.5 Bath,Logan Square,41.919740000000004,-87.6821,0
Two queen size beds,Near North Side,41.894909999999996,-87.62366999999999,6
Colorful Relaxing Artist Apartment w/ Cat Host,Humboldt Park,41.90961,-87.71042,3
Allerton Queen Room,Near North Side,41.89447,-87.6243,10
Home away from home,Douglas,41.83825,-87.62007,5
One bedroom Suite,Near North Side,41.89482,-87.62465999999999,0
Modern 3 bedroom in Heart of Wrigleyville,Uptown,41.955870000000004,-87.65674,4
Allerton Suite with two beds,Near North Side,41.89562,-87.62465999999999,0
4BR Duplex! Stylish & Convenient - Walk to Wrigley,North Center,41.94797,-87.68186999999999,7
Allerton King,Near North Side,41.89478,-87.6237,7
Allerton Two beds,Near North Side,41.894059999999996,-87.62463000000001,3
One Bedroom,Irving Park,41.952220000000004,-87.71753000000001,10
Perfect place to enjoy the city or just relax,North Lawndale,41.85445,-87.70719,9
Cozy studio near West Loop,Near West Side,41.880590000000005,-87.64273,10
Lovely Hidden Gem in Heart of Pilsen Near Downtown,Lower West Side,41.85771,-87.67613,13
Southern Room in McKinley Park guest suite,Mckinley Park,41.83274,-87.67158,4
Private Bedroom,Uptown,41.962109999999996,-87.65945,0
Clean cozy safe FREE STREET PARKING OLD IRVINGPARK,Irving Park,41.95628,-87.7203,9
For cha cha only,West Town,41.90975,-87.70333000000001,1
Private Room In 3 Flat Building on West Side,East Garfield Park,41.88688,-87.69926,0
"XL Penthouse in West Loop ""The Harper"" by Cloud9",Near West Side,41.88816,-87.64809,0
"Skyline view in West loop ""The Fitzgerald "" by C9",Near West Side,41.88626,-87.64835,0
"Industrial XL 3 Br Penthouse ""The Schuman"" C9",West Town,41.89653,-87.65768,0
"Modern Luxury 3BR in River West ""The Chadwick"" C9",West Town,41.89883,-87.65778,0
No Extra Charges! Chicago Private Room/Bathroom,Uptown,41.96536,-87.65472,11
Spacious 2 BR in Bucktown Chicago *Free Parking*,Logan Square,41.915620000000004,-87.67820999999999,10
Budget 4BR Duplex - 5min to Downtown,West Town,41.8926,-87.65834,3
"Dunning2, Full Kitchen, 10 mins to Ohare",Dunning,41.9531,-87.83503,0
"Dunning1 Full kitchen, Free Parking, 20 mins to DT",Dunning,41.95194,-87.8331,0
"Logan Square 6 bedrooms, 3 baths, 2 Full Kitchens",Logan Square,41.91905,-87.71897,0
"Logan Square1, Full Kitchen, 20 mins to Ohare",Logan Square,41.91718,-87.71855,0
Hyde Park Comfortable and Stylish Guest Suite 4,Kenwood,41.80259,-87.60308,4
"Logan Square2, Full kitchen, 20 mins to DT,",Logan Square,41.91726,-87.71745,0
Hyde Park Comfortable and Stylish Guest Suite 2,Kenwood,41.80399,-87.60221999999999,5
Modern McCormick 2BDR- Walk To Train&Grant Park!,Loop,41.86833,-87.62678000000001,17
Best Location West Loop 2BR - Sleeps 6!,Near West Side,41.878859999999996,-87.65975999999999,7
Sunny South Loop 2BDR Loft Near McCormick & Train!,Near South Side,41.86073,-87.62720999999999,15
Spacious McCormick-Museums Timber Loft with❤️,Near South Side,41.85367,-87.62137,13
Hyde Park Comfortable and Stylish Guest Suite 3,Kenwood,41.80433,-87.60413,4
W4: LUXURY APT • QUIET HOME • LONG TERM,Near West Side,41.870090000000005,-87.68290999999999,0
New Remodeled Apartment,Fuller Park,41.81245,-87.63268000000001,1
Homey in Hermosa,Hermosa,41.917320000000004,-87.72715,4
Luxe Contemporary 3bd/2ba Condo near Wrigleyville,North Center,41.95458,-87.68555,2
LUXURY 3 BR UNIT WITH STUNNING CITY & LAKE VIEWS,Near North Side,41.89271,-87.61713,0
Amazing Studio @TheLoop close to #MillenniumPark,Loop,41.88075,-87.62550999999999,7
"Haute, Comfortable 3bd/2ba Condo near Wrigleyville",North Center,41.95261,-87.6863,3
Gorgeous Room in Stylish Apartment - Wicker Park,West Town,41.9084,-87.67293000000001,1
Cozy Room in Sunny Apartment - Wicker Park,West Town,41.909690000000005,-87.67447,0
"Cute, Quiet, and Clean in Ukrainian Village",West Town,41.90593,-87.68312,13
W5: LUXURY APT • QUIET HOME • LONG TERM,Near West Side,41.8828,-87.68358,0
Logan square apartment,Logan Square,41.91656,-87.69691,9
McFetridge House - beautiful private space #2,Rogers Park,42.01356,-87.67293000000001,2
Spacious Retreat Close to Loop,Lincoln Park,41.926320000000004,-87.64923,0
Bright and Cozy Apartment in Humboldt Park,Humboldt Park,41.90524,-87.71115999999999,12
Spacious room with 2 beds!,North Center,41.93925,-87.68864,4
Ultra Funkie Hippie themed Chicago,Lincoln Park,41.9281,-87.66317,0
Vacation room ready for you!,North Center,41.9383,-87.68898,2
Comfy couch. Great Location. Close to blue line.,Logan Square,41.9214,-87.70228,0
Music Festival,Lincoln Park,41.9292,-87.66241,0
A Master Suite with Private Entrance & Bathroom,West Town,41.909890000000004,-87.67314,3
WB: LUXURY UNIT • STUDENTS • $1995 MONTHLY,Near West Side,41.88145,-87.6833,0
NEW! Modern Sunny 1BR at The Best Location,Loop,41.86809,-87.62503000000001,10
Logan Square Recently Renovated 1 Bedroom,Avondale,41.9322,-87.72009,20
▶Double Modern Flats near McCormick★Wintrust★DT,Near South Side,41.85485,-87.62617,1
Chicago Room,Near West Side,41.861959999999996,-87.65755,2
Amazing Loft in one of Chicago’s historic building,Near West Side,41.882020000000004,-87.69185,0
Spacious Art Deco B&B in East Village Noble Square,West Town,41.89962,-87.66815,15
"Industrial Studio Loft Overlooking the Iconic ""L"" Tracks",Near South Side,41.858709999999995,-87.62532,6
IDEAL LOCATION for a few days in Chicago!,Near West Side,41.87827,-87.64838,8
Soft Palate & Warm Bricks at a Rogers Park Home,Rogers Park,42.01869,-87.67475999999999,2
Quiet neighborhood . Fun vibrant beautiful city,Hegewisch,41.651790000000005,-87.55043,0
Private Room in Modern Condo with skyline views,West Town,41.89973,-87.70414,3
Modern Downtown Hyde Park Apartment,Hyde Park,41.79976,-87.5917,7
Modern condo Cabrini-Green,Near North Side,41.90623,-87.64373,0
3BR Bespoke Wicker Park Suite No.1 by Zencity,West Town,41.902359999999994,-87.68262,14
BELL FLOWER - Stunning 1 Bedroom Blocks from Lake,Uptown,41.974920000000004,-87.65656,1
SNOWDROP - Stylish 1 Bed in Trendy Uptown,Uptown,41.97449,-87.65664,0
ROHE REST - Luxury 1 Bed in Historic Loop Highrise,Loop,41.87766,-87.63311999999999,0
"Edison Park Gem!!
Travel Nurses, Airline crash pad",Edison Park,42.00547,-87.82049,1
In the heart of Hyde Park Studio,Hyde Park,41.80042,-87.59421999999999,5
"唐人街3房3床｡新装修､新电器用品､旺中带静,免费停车,近超市,酒吧,歺馆｡",Bridgeport,41.84346,-87.63893,10
Bright Condo Lincoln Park/Wrigley/Depaul +Parking!,Lincoln Park,41.92875,-87.65833,19
▶Lofty 3Bd 2Ba Apt Next to McCormick✔Wintrust✔DT,Near South Side,41.85432,-87.62519,7
Beautiful Hidden 2b/1bth Gem near McCormick Place!,Near South Side,41.85344,-87.62215,6
private room King bed (K3),Irving Park,41.963359999999994,-87.73573,0
CULVERS ROOT - Luxe Studio in Historic Uptown,Uptown,41.973209999999995,-87.65485,1
CAPER BLOOM - Cozy Studio Blocks from the Lake,Uptown,41.97382,-87.6567,1
EERO EASE - Spacious 1 Bed in Luxury Loop Building,Loop,41.876509999999996,-87.63316999999999,0
Allerton King,Near North Side,41.89412,-87.62413000000001,3
BRIAR ROSE -Chic Uptown Studio Blocks from Lake,Uptown,41.97333,-87.65485,1
PRAIRIE SMOKE - Gorgeous Studio in Uptown,Uptown,41.974790000000006,-87.65516,1
GEHRY GLITZ - All Amenities 1 Bed in Historic Loop,Loop,41.8783,-87.63314,0
SULLIVAN STYLE - Gorgeous 1 Bed in Exciting Loop,Loop,41.87645,-87.63478,0
⭐|Chic|Cozy|Modern|Uptown|⭐|10min to Wrigley|⭐,Uptown,41.9725,-87.66488000000001,14
JENNEY JOY - Luxe Studio in Historic Loop Highrise,Loop,41.8764,-87.63489,0
Crisp River West 3BR with Parking!,West Town,41.89255,-87.65776,8
WRIGHT WAY - Modern 1 Bedroom in Bustling Loop,Loop,41.87748,-87.63328,0
Pilsen GEM,Lower West Side,41.85289,-87.66721,1
"Fantastic 1 bedroom apartment, WIFI, parking, cozy",Lower West Side,41.85335,-87.67543,18
"唐人街2房3床新装电器用品｡近地铁站会展中心,旺中带静免费停车｡",Bridgeport,41.84203,-87.63918000000001,14
Cozy Andersonville Cabin,Edgewater,41.977709999999995,-87.66826999999999,3
Luxury furnished studio in Lincoln Park 2,Lincoln Park,41.931490000000004,-87.66353000000001,10
Newly Renovated Wrigleyville Apartment,Lake View,41.94253,-87.65618,7
New furnished studio near DePaul University 3,Lincoln Park,41.931709999999995,-87.66466,5
Contemporary studio In Lakeview great amenities 10,Lincoln Park,41.931059999999995,-87.66453,14
Perfect for Families and Tourists! Safe* Beds* Patio* Location* WrigleyBus*,Lake View,41.94741,-87.64835,3
Fabulous Depaul/Wrigley Refuge +free parking!,Lincoln Park,41.92752,-87.66016,16
Chicago on the Cheap,West Ridge,42.00362,-87.69449,0
Open Loft in Fulton Market // Flexible Check-In,Near West Side,41.88685,-87.65494,1
LUXE*  TOWN HOUSE DUPLEX MIN FROM DOWNTOWN CHICAGO,West Garfield Park,41.88255,-87.73321,4
MILLENIUM PARK COZY STUDIO SHORT WALK EVERYWHERE!,Loop,41.88772,-87.62086,10
GREAT LOCATION TO EXPLORE CHICAGO 2 BEDS + PARKING,Near West Side,41.87961,-87.65016,9
"Comfortable room in a beautiful apt, lakeview",Lake View,41.95613,-87.66414,2
3BD HIDDEN GEM GARDEN APT CLOSE TO O'HARE/DOWNTOWN,Portage Park,41.966359999999995,-87.75329,1
SPACIOUS & COZY ROOM IN DOWNTOWN WITH FREE PARKING,Near West Side,41.8793,-87.65202,11
Lakeview Cozy Bedroom/Near Train,Lake View,41.93807,-87.66334,7
Prvt Bed Bath & Lvng Rm off Roof Deck Near Wrigley,Lake View,41.94532,-87.66005,0
"QUIET, PRIVATE, DOWNTOWN ROOM WITH FREE PARKING",Near West Side,41.8785,-87.64842,3
Classic Cozy Clean Logan Square Chicago 1Bed Apt,Logan Square,41.92,-87.70999,13
DOWNTOWN ROOM WITH PRIVATE BATHROOM & FREE PARKING,Near West Side,41.879909999999995,-87.6444,15
"PRIVATE ROOM IN LITTLE ITALY, FREE PARKING INCL",Near West Side,41.87747,-87.64851,12
CENTRAL WEST LOOP ROOM WITH FREE PARKING,Near West Side,41.88,-87.64057,15
Cozy Depaul/Wrigley condo +FREE Parking!,Lincoln Park,41.92863,-87.6599,22
CENTRAL LOCATION TO EXPLORE CHICAGO + FREE PARKING,Near West Side,41.880559999999996,-87.63842,14
"2-BED SUNNY, CLEAN, DOWNTOWN LOFT ROOM +PARKING",Near West Side,41.87859,-87.63942,15
Simple in ❤ of Logan Square -Walk to Park & Train,Logan Square,41.91753,-87.69901,2
Heart of Downtown 2BR - Millennium Park II,Loop,41.88483,-87.62661,3
Best location studio at East Lakeview,Lake View,41.93488,-87.64203,3
Nice and Cozy Room for Women,Irving Park,41.95754,-87.71115999999999,2
PRIVATE ROOM WITH PARKING IN HEART OF GREEKTOWN,Near West Side,41.88075,-87.64195,9
GREAT LOCATION TO EXPLORE CHICAGO + FREE PARKING,Near West Side,41.8714,-87.65238000000001,14
Upscale Condo Units - Wrigley/Southport - Sleep 12,Lake View,41.93867,-87.66534,0
Living Luxury Studio in The Heart of Chicago,Loop,41.88551,-87.62591,0
Designer 3BR Luxury Loft in Heart of Fulton Market,Near West Side,41.885329999999996,-87.65241,9
Master Bedroom with private Bath & Balcony,Humboldt Park,41.8983,-87.70621,2
Charming Apartment steps to the train,Lake View,41.93736,-87.67172,2
Ness place,Austin,41.86757,-87.77091,0
"Lovely River North 1BR w/ Gym, near the Riverwalk by Blueground",Near North Side,41.890570000000004,-87.63417,0
Private Bed/Bath in a LUX 2 Beds apt w/ Lake View,Near North Side,41.899229999999996,-87.62146,9
CORNER 2BR/2BA MICHIGAN AVE!,Near North Side,41.89078,-87.62317,0
MARVELous Lincoln Park apartment near everything!!,Lincoln Park,41.91751,-87.64975,0
Private 2BR Apartment near Wicker Park!,West Town,41.90355,-87.68798000000001,6
Private 2 Bedroom Retreat,Logan Square,41.926829999999995,-87.69043,0
Ness Place,Austin,41.86757,-87.77101,0
Wrigley Field/Lakeview -Entire Home- Large Groups!,Lake View,41.93268,-87.65505,7
Walk to Cubs Game - Private Attic Home,Lake View,41.95436,-87.66561999999999,0
Modern Attic Apartment in Heart of Wrigley,Lake View,41.9379,-87.65565,2
Urban Experience near University of Chicago,Woodlawn,41.77949,-87.60056,0
2bed House Close to Train in Lakeview,Lake View,41.955290000000005,-87.6641,4
2Story House in Amazing Location Steps from Cubs,Lake View,41.93835,-87.65568,2
Large Group Home Steps from Wrigley,Lake View,41.95467,-87.66458,3
Private Cubs Home - Live Like a Local,Lake View,41.95474,-87.66386999999999,1
Attic Home Close toTrains and Wrigley,Lake View,41.95327,-87.66574,0
Attic Home Close to Trains and Wrigley,Lake View,41.95368,-87.66557,1
"FULLY FURNISHED, handicap accessible 2-BED APT",Hegewisch,41.65508,-87.54744000000001,7
Sunny Avondale Condo,Avondale,41.94406,-87.70671,0
HIGH-FLOOR KING BED + SWEEPING LAKE & CITY VIEWS!!,Near North Side,41.89009,-87.62154,0
☆High Rise Apt w/ HUGE BED & HUGE TV in the LOOP ☆,Loop,41.88423,-87.63086,0
Hotel Perks - Private Bedroom | Private Bathroom,Near North Side,41.8914,-87.62640999999999,1
In the Heart of Chicago!  Location  Location~~!,Near North Side,41.89362,-87.61906,0
great location for business and leisure,Near South Side,41.85805,-87.62089,5
Family Friendly Apt WiFi-Front Deck Near Downtown.,Near West Side,41.86838,-87.66557,3
Artsy Luxurious Apartment in a great location!,Near North Side,41.90787,-87.63696999999999,2
Life on Lake shore,Hyde Park,41.80251,-87.58489,2
★ Walk to Millennium Park w/ King Bed + Netflix ★,Near North Side,41.89573,-87.63235,0
Calming Edgewater Glen Sanctuary,Edgewater,41.997009999999996,-87.66794,7
"BRAND NEW 2BD/2BA APT IN LINCOLN PARK, CHICAGO",Lincoln Park,41.92355,-87.63831,0
"BRIGHT & SUNNY 2BR/2BA IN LINCOLN PARK, CHICAGO",Lincoln Park,41.92337,-87.63885,0
Old Town Luxury Private Home by Lake & Gold Coast,Near North Side,41.90433,-87.6385,9
"2 bdrm 2 bath. Spacious Condo, Gated Parking.",Woodlawn,41.77571,-87.59810999999999,0
LUX Gold Coast/Mag Mile APT w/lake view (+rooftop),Near North Side,41.89963,-87.62137,2
James’s home 1B,Mckinley Park,41.83279,-87.66851,2
Great Location Walk to Restaurants/Nightlife/Beach,Lincoln Park,41.91588,-87.63544,12
Apartments in the Loop 2BD/1BA 2 F,Loop,41.88203,-87.63384,0
Apartments in the Loop 2BD/1BA 1 F,Loop,41.88175,-87.63346999999999,0
River North Waterside Condos 1BD/1BA 3 F,Near North Side,41.8887,-87.63444,0
River North Waterside Condos Studio 8 F,Near North Side,41.88916,-87.63325999999999,3
River North Waterside Condos Studio 6 F,Near North Side,41.88794,-87.63268000000001,4
Apartments in the Loop 2BD/1BA 3 F,Loop,41.88167,-87.63365999999999,0
Apartments in the Loop Studio 1 F,Loop,41.88349,-87.63473,1
Apartments in the Loop 2BD/1BA 4 F,Loop,41.882090000000005,-87.63455,0
Apartments in the Loop Studio 2 F,Loop,41.8834,-87.63388,4
River North Luxe Condos 2BD/2BA F,Near North Side,41.895140000000005,-87.62966,1
River North Luxe Condos 1BD/1BA 4 F,Near North Side,41.893879999999996,-87.62964000000001,0
River North Waterside Condos 3BD/2BA Penthouse F,Near North Side,41.88865,-87.63268000000001,2
River North Waterside Condos Studio 1 F,Near North Side,41.88845,-87.63337,0
River North Waterside Condos Studio 4 F,Near North Side,41.88856,-87.63453,0
River North Luxe Condos Studio F,Near North Side,41.89553,-87.63025,1
River North Luxe Condos 1BD/1BA F,Near North Side,41.894259999999996,-87.63011,0
River North Waterside Condos 2BD/1BA 2 F,Near North Side,41.89002,-87.63335,2
River North Waterside Condos 2BD/1BA 3 F,Near North Side,41.88964,-87.63441999999999,0
River North Waterside Condos Studio F,Near North Side,41.88997,-87.63405,0
River North Waterside Condos Studio 7 F,Near North Side,41.88792,-87.63306999999999,1
River North Waterside Condos 2BD/1BA F,Near North Side,41.88818,-87.63315,4
Mag Mile Lakeview Condos 2BD/2BA 5 F2,Near North Side,41.90072,-87.62019000000001,0
Mag Mile Lakeview Condos 2BD/2BA 6 F2,Near North Side,41.89887,-87.62023,0
Mag Mile Lakeview Condos 2BD/2BA 1 F2,Near North Side,41.90083,-87.62003,0
River North Luxe Condos 2BD/2BA 2 F,Near North Side,41.894040000000004,-87.63058000000001,2
River North Luxe Condos 1BD/1BA 3 F,Near North Side,41.89374,-87.63023000000001,0
River North Waterside Condos 2BD/1BA 4 F,Near North Side,41.88917,-87.63295,1
River North Waterside Condos 2BD/2BA F,Near North Side,41.88808,-87.63396,0
River North Luxe Condos 1BD/1BA 5 F,Near North Side,41.89546,-87.63011999999999,0
River North Luxe Condos 1BD/1BA 2 F,Near North Side,41.89365,-87.63118,1
River North Waterside Condos Studio 2 F,Near North Side,41.889340000000004,-87.63459,0
River North Waterside Condos Studio 3 F,Near North Side,41.88818,-87.63443000000001,0
River North Waterside Condos Studio 5 F,Near North Side,41.8896,-87.63449,0
River North Waterside Condos 2BD/2BA 2 F,Near North Side,41.88837,-87.63289,0
Mag Mile Lakeview Condos 2BD/2BA 2 F2,Near North Side,41.90078,-87.62033000000001,0
Mag Mile Lakeview Condos 2BD/2BA 7 F2,Near North Side,41.899640000000005,-87.61979000000001,1
Mag Mile Lakeview Condos 2BD/2BA 4 F2,Near North Side,41.89881,-87.62053,3
River North Waterside Condos 1BD 2 F,Near North Side,41.89,-87.63251,0
River North Waterside Condos Studio 11 F,Near North Side,41.88782,-87.63439,0
River North Waterside Condos Studio 9 F,Near North Side,41.88836,-87.63309,2
River North Waterside Condos Studio 10 F,Near North Side,41.88944,-87.63268000000001,2
River North Waterside Condos 1BD F,Near North Side,41.88796,-87.63444,1
Mag Mile Lakeview Condos 2BD/2BA 3 F2,Near North Side,41.899409999999996,-87.62195,1
NEW 2BR/2BA CORNER UNIT OFF MICHIGAN AVE!,Near North Side,41.89067,-87.62122,0
Chicago weekend/week getaway,West Lawn,41.775859999999994,-87.7216,6
CLEAN ROOM WITH PARKING 5 MIN TO WILLIS TOWER,Near West Side,41.86828,-87.66773,13
Charming Historic 2 bedroom in Lincoln Park,Lincoln Park,41.92214,-87.64008000000001,2
Right On Magnificent Mile On Illinois,Near North Side,41.891529999999996,-87.62275,0
Wellington House,North Center,41.936859999999996,-87.68066999999999,8
Light&Clean(☆)Near Metra(♥) DTWNMcCormickPlc UofC,South Shore,41.76135,-87.58816,4
Stunning 3 BR in the heart of River North,Near North Side,41.89281,-87.63099,20
Cozy and Peaceful,West Town,41.896679999999996,-87.69635,0
Sunlit two bedroom retreat close to Brown Line,Albany Park,41.96578,-87.7192,2
Comfy Apartment with Full Amenities,Belmont Cragin,41.937329999999996,-87.7808,1
"VERY CLEAN, BEAUTIFUL DOWNTOWN ROOM WITH PARKING",Near West Side,41.88,-87.64935,16
Clean and comfortable studio apt in a great area,Lake View,41.93869,-87.64759000000001,4
Sheridan Park Place,Uptown,41.969609999999996,-87.66308000000001,0
LUX Mag Mile 2/2 w Lake VIEWS (+Parking & Rooftop),Near North Side,41.89894,-87.62077,17
Chicago 2bdrs,Near West Side,41.872209999999995,-87.66419,0
"Private bedroom, not far from downtown.",Lower West Side,41.858129999999996,-87.64871,11
Lovely Chicago Apartment - for up to 8 guests,Avondale,41.93931,-87.70096,1
Downtown / Loop 2BR Condo - Magnificent Mile II,Loop,41.885290000000005,-87.62546,3
Second bedroom in our home for rent,Logan Square,41.91565,-87.70461,1
"唐人街2房2床,近超市,酒吧,歺厅｡",Bridgeport,41.84361,-87.6381,2
Basement apartment 2Br 1Bath private entrance.,Archer Heights,41.81245,-87.72822,1
Huge apartment w/all amenities you could ask for,Loop,41.86865,-87.62799,0
Best location✅ 3 br duplex✅ Breakfast✅ Parking✅,Near North Side,41.909079999999996,-87.63649000000001,0
Quiet 2bedroom spot amongst the hipsters,Avondale,41.939170000000004,-87.71386,3
Luxury Building in Gold Coast - 3 full apartments!,Near North Side,41.90155,-87.62682,0
"Stylish, Comfy Home w/ Parking near Wrigley, Lake",Lake View,41.95551,-87.6664,12
"Truly Comfy, Elegant Home w/ Garage by Wrigley/CTA",Lake View,41.95387,-87.66533000000001,2
Chic 3BR/2BA Apt near Chicago Loop by Domio,West Town,41.8964,-87.65652,4
Classic 3BR/2BA Apt near River West by Domio,West Town,41.89713,-87.65623000000001,3
Home away from home,Austin,41.88362,-87.75191,0
"Lakeview/Lincoln Park 2BR/clean, cozy, convenient",Lake View,41.93247,-87.66946999999999,4
Spacious Chicago Suite | Close to Shopping on the Magnificent Mile,Near North Side,41.90487,-87.62858,0
"""Celebrity"" Suite Near the Magnificent Mile | Iconic Room",Near North Side,41.90576,-87.62942,0
Revisit the Jazz Age | Spacious Room Near Michigan Avenue,Near North Side,41.90554,-87.6279,0
Open + Bright Suite Close to Michigan Avenue | Your Chicago Suite,Near North Side,41.90482,-87.62859,0
Iconic Chicago Space | Visit the Jazz Age + City Views,Near North Side,41.905609999999996,-87.62856,0
Iconic Room in Chicago | Views of the City,Near North Side,41.90552,-87.62785,0
Spacious Room | View of the City + Close to Magnificent Mile,Near North Side,41.90482,-87.62893000000001,0
⭐25% OFF❤️Brand New! Perfect Week for Macys Parade,Lincoln Park,41.92672,-87.6538,7
Lovely Lincoln Square Apt Nestled on Chicago River,Lincoln Square,41.96839,-87.69894000000001,1
Cozy Queen bed in Classy apartment!,Belmont Cragin,41.934059999999995,-87.77603,0
Beautiful 1 Bedroom Apartment in Lakeview !!!,Lake View,41.94266,-87.6401,0
GROUP LUX in Gold Coast♔FULL FLOOR 4bd/4ba+Parking,Near North Side,41.8995,-87.62195,0
"Skyline views in West Loop ""Fitzgerald "" by Cloud9",Near West Side,41.88794,-87.6465,2
"XL Penthouse on Fulton Mrkt ""The Harper"" by Cloud9",Near West Side,41.88664,-87.64726999999999,3
LUX Mag Mile 2bd/2ba♔Lake Views(+Parking Spot),Near North Side,41.90052,-87.61968,12
Pilsen 1 BDRM Gem,Lower West Side,41.85261,-87.66929,0
温馨小屋,Armour Square,41.853,-87.63691,4
Take a vacation,West Ridge,42.00372,-87.70005,0
Foster and  Sheridan Beach Lake Condo,Uptown,41.9748,-87.65494,1
Entire Cozy Apartment @ Chicago Downtown,Loop,41.874590000000005,-87.62695,8
*FEMALE(only) -SHARED ROOM IN EDGEWATER BY REDLine,Edgewater,41.99253,-87.65944,0
Blue Line Luxury Loft w/ Roofdeck + FREE PARKING,Logan Square,41.91668,-87.68616999999999,8
Blue Line Luxury Loft w/ roof deck and gym (B),Logan Square,41.91598,-87.68733,7
Iconic Building 1 Bed 1 Bath With Balcony,Loop,41.88667,-87.61953000000001,0
Chicago Villa,Near West Side,41.865,-87.65635,0
"Lux Industrial River West 3Br Apt ""The Schuman"" C9",West Town,41.89853,-87.6592,0
"XL Penthouse in River West ""The Chadwick"" C9",West Town,41.89788,-87.65700000000001,0
Cozy 2 bedroom Logan Square apt by transportation,Logan Square,41.923390000000005,-87.70299,3
Safest Area in Brewery District close to Wrigley#1,North Center,41.95446,-87.67567,5
Comfy private room at University of Chicago,Woodlawn,41.78516,-87.60537,5
Cozy Private Room at University of Chicago,Woodlawn,41.7847,-87.60284,3
Spacious Private Room at University of Chicago,Woodlawn,41.78445,-87.60358000000001,10
James’s home 1A,Mckinley Park,41.83294,-87.6672,1
Stylish Getaway in the Heart of the West Loop,Loop,41.88145,-87.6345,0
"Quiet, cozy apartment, business friendly features",South Shore,41.75918,-87.58144,4
Sunny Retreat in Ideal Location,West Town,41.899770000000004,-87.6681,2
Dream Basement on Belmont Cragin,Belmont Cragin,41.92666,-87.75465,1
Cozy Studio Steps from Wrigley Field,Lake View,41.93933,-87.65724,5
Two Bedroom Unit in Prime Logan Square Location,Avondale,41.933,-87.72189,4
"*Luxe* Lofty Apartment, Min From Downtown Chicago*",West Garfield Park,41.88467,-87.73227,2
Spacious Loft in the Heart of Downtown,Near North Side,41.89457,-87.63344000000001,4
HUGE Sunny Lakeview/Roscoe Village Apartment,Lake View,41.93829,-87.66682,1
Stylish flat near the beach and Wrigley Field NEW,Uptown,41.95967,-87.64865999999999,5
"CENTRAL LOCATION, 5 MIN AWAY FROM WILLIS + PARKING",Near West Side,41.87869,-87.64699,9
Logan Square 2br Condo with Private Garage!,Logan Square,41.927440000000004,-87.69655,17
"Private, safe, clean one bedroom with projector",Douglas,41.83684,-87.61833,1
